sample	PO010715_02	PO010715_02_rep	PO010715_04	PO010715_06.1	PO010715_08.1	PO010715_10.1	PO010715_11.1	PO010715_12	PO010715_17.1	PO010715_19.1	PO010715_26	PO010715_27.1	PO010715_28.1	PO010715_29.1	PO020515_01	PO020515_03.1	PO020515_05.1	PO020515_06	PO020515_08.1	PO020515_09.1	PO020515_10.1	PO020515_14.1	PO020515_15.1	PO020515_16.1	PO020515_17.1	PO031715_03	PO031715_04	PO031715_13.1	PO031715_20.1	PO031715_23	PO031715_24	PO010715_26_2	PO010715_07	PO010715_07_rep	GE011215_01.1	GE011215_07.1	GE011215_08.1	GE011215_09.1	GE011215_10.1	GE011215_14.1	GE011215_15.1	GE011215_16.1	GE011215_18	GE011215_19	GE011215_20.1	GE011215_21.1	GE011215_22	GE011215_24.1	GE011215_28	GE011215_29.1	GE011215_30.1	GE012315_01.1	GE012315_03.1	GE012315_04.1	GE012315_05.1	GE012315_06.1	GE012315_08.1	GE012315_09.1	GE012315_10.1	GE012315_11.1	GE012315_17.1	GE012315_20.1	GE012315_22.1	GEO012315_02	GEO012315_12	GEO012315_18	GEO012315_21	GE012315_11_2	GE012315_09_2	GE011215_11	GE011215_11_rep	NA021015_02.1	NA021015_03.1	NA021015_06.1	NA021015_08.1	NA021015_09.1	NA021015_10.1	NA021015_13.1	NA021015_14.1	NA021015_16.1	NA021015_17.1	NA021015_21.1	NA021015_22.1	NA021015_23	NA021015_25	NA021015_26	NA021015_30	NA021015_06_2	NA021015_09_2	NA021015_10_2	YS_121316_01	YS_121316_03	YS_121316_05	YS_121316_13	YS_121316_17	YS_121316_18	YS_121316_20.1	YS_121316_21	YS_121316_22	YS_121316_23	YS_121316_24	YS_121316_25	YS_121316_26	YS_121316_27	YS_121316_28	YS_121316_29	YS121315_08.1	YS121315_10.1	YS121315_12	YS121315_12_300	YS121315_14.1	YS121315_15	YS121315_16	YS121316_30	YS_121316_04	YS_121316_19	YS_121316_21_2	YS_121316_20_2	YS121315_14_2	YS_121316_07	JUK07_01	JUK07_02.1	JUK07_02_rep.1	JUK07_03	JUK07_06.1	JUK07_09.1	JUK07_09_rep.1	JUK07_14	JUK07_15	JUK07_16.1	JUK07_16_rep.1	JUK07_17	JUK07_18	JUK07_19	JUK07_20	JUK07_22	JUK07_25	JUK07_26	JUK07_27	JUK07_28	JUK07_29.1	JUK07_30	JUK07_32	JUK07_36.1	JUK07_37.1	JUK07_10	JUK07_13	JUK07_21	JUK07_23	JUK07_34	JUK07_04	JUK07_31	JUK07_11	JUK07_06_2	JUK07_08	JUK07_33	JB121807_01	JB121807_03.1	JB121807_05	JB121807_06.1	JB121807_08	JB121807_08_rep	JB121807_11.1	JB121807_12.1	JB121807_14.1	JB121807_19.1	JB121807_20.1	JB121807_21.1	JB121807_24.1	JB121807_25	JB121807_27	JB121807_28.1	JB121807_30	JB121807_31.1	JB121807_32.1	JB121807_33.1	JB121807_34.1	JB121807_37	JB121807_38.1	JB121807_42	JB121807_44	JB121807_46	JB121807_22_c	JB121807_26_c	JB121807_39	JB121807_03_rep	JB121807_05_2	JB121807_35_2	JB121807_23_2	JB121807_27_2	JB121807_30_2	JB121807_16_2	JB121807_18	JB121807_43	JB121807_29	JB021108_02.1	JB021108_04.1	JB021108_05	JB021108_05_rep	JB021108_06	JB021108_07.1	JB021108_08.1	JB021108_09.1	JB021108_12.1	JB021108_13.1	JB021108_16	JB021108_17.1	JB021108_19.1	JB021108_20	JB021108_22.1	JB021108_26.1	JB021108_29	JB021108_30	JB021108_32	JB021108_34	JB021108_35	JB021108_35_rep	JB021108_36.1	JB021108_36_rep.1	JB021108_37.1	JB021108_37_rep.1	JB021108_38.1	JB021108_39	JB021108_41.1	JB021108_44.1	JB021108_45	JB021108_46.1	JB021108_46_rep.1	JB021108_47.1	JB021108_48.1	JB021108_24_c	JB021108_33_rep	JB021108_11_2	JB021108_28_2	JB021108_40_2	JB021108_14_2	JB021108_25_2	JB021108_31_2	JB021108_23	BOR07_01	BOR07_02.1	BOR07_03	BOR07_04	BOR07_05.1	BOR07_06.1	BOR07_07.1	BOR07_08.1	BOR07_09	BOR07_10.1	BOR07_11.1	BOR07_12.1	BOR07_13.1	BOR07_14	BOR07_15	BOR07_16	BOR07_17.1	BOR07_18	BOR07_19.1	BOR07_20.1	BOR07_21.1	BOR07_22	BOR07_01_2	BOR07_21_2	GEO020414_10	GEO020414_11	GEO020414_11_300	GEO020414_13_300	GEO020414_14	GEO020414_14_300	GEO020414_15	GEO020414_15_300	GEO020414_16	GEO020414_16_300	GEO020414_17	GEO020414_17_300	GEO020414_2	GEO020414_23	GEO020414_23_300	GEO020414_24	GEO020414_24_300	GEO020414_25	GEO020414_25_300	GEO020414_26	GEO020414_27	GEO020414_29	GEO020414_3	GEO020414_30	GEO020414_4	GEO020414_5	GEO020414_6	GEO020414_7	GEO020414_8	GEO020414_8_300	GEO020414_9	GEO020414_9_300	GEO020414_10_2	GEO020414_30_2	GEO020414_13_2
5198	0101	0102	0101	0101	0101	0000	0101	0102	0102	0101	0101	0000	0101	0102	0000	0101	0101	0101	0102	0101	0101	0101	0101	0101	0101	0202	0101	0101	0101	0101	0101	0101	0101	0101	0101	0000	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0000	0101	0101	0101	0101	0101	0101	0102	0101	0101	0101	0101	0101	0101	0102	0000	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0000	0101	0101	0101	0101	0101	0101	0101	0101	0202	0000	0101	0101	0102	0101	0101	0101	0202	0101	0000	0101	0101	0000	0101	0101	0202	0000	0101	0101	0101	0000	0000	0101	0101	0101	0101	0101	0101	0101	0101	0101	0000	0000	0101	0101	0101	0101	0101	0102	0000	0101	0101	0101	0101	0101	0000	0101	0101	0101	0000	0000	0101	0101	0101	0101	0101	0101	0101	0101	0202	0101	0101	0000	0101	0102	0101	0101	0000	0000	0000	0102	0101	0101	0101	0101	0000	0000	0101	0101	0101	0101	0102	0101	0101	0101	0000	0000	0101	0101	0101	0102	0101	0101	0101	0101	0101	0000	0101	0000	0101	0101	0101	0101	0101	0101	0101	0000	0101	0000	0101	0101	0101	0101	0101	0101	0101	0000	0000	0000	0101	0000	0101	0102	0101	0101	0101	0101	0101	0101	0000	0101	0000	0101	0000	0101	0101	0000	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0202	0101	0102	0202	0101	0000	0000	0101	0000	0101	0101	0101	0101	0101	0101	0102	0101	0101	0101	0102	0102	0101	0101	0101	0101	0102	0101	0101	0101	0101	0101	0000	0000	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101\
520	0102	0202	0102	0102	0101	0102	0102	0202	0102	0202	0102	0102	0202	0202	0101	0102	0101	0202	0202	0202	0102	0102	0101	0202	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0101	0102	0202	0102	0101	0202	0102	0102	0102	0102	0202	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0202	0202	0102	0102	0101	0101	0102	0102	0102	0102	0102	0102	0102	0202	0102	0102	0101	0202	0202	0202	0102	0102	0102	0102	0102	0102	0101	0101	0202	0102	0102	0202	0102	0102	0102	0102	0101	0102	0102	0000	0000	0102	0102	0102	0102	0102	0102	0102	0102	0101	0000	0102	0102	0102	0102	0202	0202	0202	0202	0202	0202	0202	0102	0102	0102	0102	0202	0102	0102	0102	0102	0000	0102	0101	0102	0102	0102	0102	0101	0102	0102	0102	0101	0202	0202	0102	0202	0101	0202	0102	0202	0102	0102	0202	0202	0202	0202	0202	0102	0102	0102	0202	0102	0102	0202	0101	0102	0000	0202	0101	0202	0202	0202	0202	0102	0202	0202	0101	0202	0202	0102	0202	0202	0102	0101	0202	0202	0102	0101	0000	0102	0102	0101	0101	0102	0101	0102	0102	0102	0202	0102	0102	0202	0101	0102	0102	0101	0202	0102	0202	0202	0202	0202	0202	0202	0202	0202	0102	0101	0101	0202	0102	0102	0101	0202	0102	0202	0202	0202	0202	0202	0101	0202	0101	0202	0101	0102	0102	0102	0202	0202	0102	0102	0102	0102	0102	0101	0202	0202	0101	0101	0202	0102	0202	0102	0202	0202	0101	0102	0102	0102	0101	0202	0202	0102	0102	0102	0102	0102	0102	0000	0101	0102	0202	0202	0202	0202	0101	0102	0202	0102	0000	0202	0102	0102	0202	0101	0101	0202	0202	0102	0102	0101\
5252	0202	0202	0202	0000	0202	0202	0202	0202	0202	0202	0102	0202	0202	0202	0202	0202	0202	0202	0202	0202	0202	0202	0102	0102	0202	0202	0202	0202	0000	0202	0202	0102	0202	0202	0202	0000	0202	0202	0102	0102	0102	0202	0202	0202	0202	0202	0202	0202	0102	0102	0102	0102	0202	0202	0000	0000	0102	0202	0202	0202	0202	0202	0102	0101	0202	0202	0202	0202	0102	0202	0202	0202	0202	0202	0202	0202	0000	0000	0102	0202	0102	0202	0202	0202	0202	0202	0000	0202	0202	0000	0000	0202	0202	0000	0102	0202	0202	0202	0000	0202	0101	0000	0202	0202	0202	0000	0000	0202	0202	0202	0102	0000	0202	0000	0202	0101	0202	0202	0102	0101	0202	0202	0202	0202	0202	0202	0202	0101	0102	0202	0202	0202	0102	0202	0202	0101	0202	0202	0202	0202	0202	0202	0000	0000	0202	0000	0202	0000	0202	0202	0202	0202	0202	0202	0202	0000	0202	0202	0202	0202	0202	0202	0202	0202	0102	0202	0202	0202	0202	0202	0202	0202	0202	0202	0202	0202	0202	0202	0101	0102	0202	0202	0202	0102	0202	0202	0202	0000	0102	0102	0202	0202	0000	0102	0202	0102	0202	0202	0202	0000	0101	0101	0000	0202	0202	0202	0202	0202	0202	0202	0202	0202	0202	0000	0202	0000	0000	0202	0202	0101	0101	0102	0101	0000	0102	0101	0202	0202	0202	0202	0202	0102	0202	0202	0202	0000	0202	0102	0202	0000	0101	0202	0000	0000	0202	0102	0202	0102	0202	0202	0000	0202	0202	0202	0202	0000	0202	0202	0000	0202	0202	0202	0202	0000	0202	0102	0202	0202	0202	0202	0202	0101	0101	0102	0202	0202	0202	0202	0202	0202	0202	0202	0101	0202	0202	0202	0000	0101	0202	0202	0202	0102	0102	0202	0202	0000	0202	0202\
5286	0102	0101	0101	0101	0102	0101	0101	0102	0102	0102	0102	0102	0101	0102	0102	0102	0202	0202	0102	0101	0102	0102	0101	0101	0102	0102	0102	0102	0101	0101	0102	0102	0101	0101	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0101	0102	0102	0102	0102	0101	0102	0202	0102	0101	0101	0102	0102	0101	0102	0101	0102	0102	0102	0102	0101	0102	0101	0102	0102	0102	0101	0101	0102	0101	0102	0102	0102	0102	0102	0101	0102	0102	0102	0102	0101	0102	0102	0102	0102	0102	0102	0102	0102	0202	0202	0101	0102	0101	0101	0102	0202	0202	0101	0101	0202	0101	0101	0202	0202	0102	0102	0101	0202	0101	0000	0202	0101	0102	0101	0102	0101	0101	0102	0102	0102	0102	0101	0101	0101	0101	0202	0101	0102	0202	0000	0101	0101	0101	0102	0101	0101	0102	0102	0102	0000	0102	0102	0101	0102	0102	0101	0102	0102	0102	0101	0102	0102	0102	0102	0101	0101	0101	0101	0102	0101	0101	0101	0101	0102	0101	0101	0101	0102	0102	0102	0101	0102	0101	0101	0101	0101	0101	0202	0101	0102	0102	0101	0102	0101	0102	0101	0202	0101	0102	0102	0101	0101	0101	0101	0202	0102	0102	0101	0102	0101	0101	0102	0101	0101	0102	0102	0101	0101	0101	0102	0102	0102	0102	0102	0102	0102	0000	0102	0101	0101	0102	0102	0102	0202	0101	0101	0101	0101	0101	0102	0101	0102	0102	0000	0101	0202	0101	0102	0101	0102	0102	0101	0102	0102	0101	0101	0101	0102	0102	0202	0202	0102	0102	0102	0101	0101	0102	0101	0101	0101	0102	0101	0101	0101	0102	0101	0101	0202	0102	0202	0101	0101	0101	0101	0102	0102	0101	0101	0101	0102	0101	0102	0202	0202	0102	0101	0101	0102	0102	0101	0102	0102\
5337	0102	0202	0202	0102	0202	0102	0102	0102	0102	0202	0102	0102	0202	0102	0202	0202	0102	0202	0202	0102	0102	0102	0102	0102	0202	0202	0202	0102	0202	0202	0202	0202	0102	0202	0102	0102	0102	0102	0202	0102	0102	0102	0102	0202	0102	0102	0102	0202	0202	0202	0102	0202	0102	0102	0202	0102	0202	0102	0102	0102	0102	0102	0102	0202	0202	0102	0202	0202	0102	0102	0202	0102	0102	0102	0202	0202	0102	0102	0202	0102	0202	0102	0102	0202	0102	0202	0202	0102	0102	0202	0102	0202	0202	0202	0102	0202	0102	0102	0202	0202	0102	0102	0202	0202	0202	0202	0202	0202	0102	0202	0102	0102	0202	0202	0202	0202	0102	0102	0202	0202	0202	0102	0102	0202	0102	0102	0102	0102	0102	0102	0102	0202	0202	0202	0202	0102	0202	0202	0101	0102	0102	0102	0102	0202	0102	0202	0202	0202	0202	0101	0202	0102	0202	0102	0102	0102	0202	0102	0202	0202	0202	0202	0102	0102	0102	0202	0202	0202	0202	0102	0202	0202	0202	0102	0102	0202	0102	0202	0102	0102	0202	0202	0102	0202	0202	0102	0202	0202	0202	0202	0202	0202	0102	0202	0202	0102	0102	0102	0102	0202	0202	0102	0102	0202	0102	0202	0102	0102	0202	0102	0102	0202	0202	0102	0102	0202	0202	0202	0202	0202	0202	0102	0202	0202	0202	0102	0102	0102	0102	0102	0202	0102	0102	0102	0202	0202	0202	0202	0202	0202	0202	0102	0102	0102	0202	0102	0102	0202	0102	0102	0102	0102	0102	0202	0102	0102	0202	0102	0202	0202	0102	0202	0202	0000	0202	0102	0202	0202	0202	0202	0202	0102	0202	0202	0202	0202	0102	0102	0202	0102	0202	0202	0202	0202	0202	0202	0202	0202	0202	0202	0102	0202	0102	0102	0202	0102	0202	0102\
5357	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0000	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0000	0102	0102	0102	0102	0102	0102	0102	0102	0102	0000	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0000	0202	0102	0102	0102	0000	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0000	0102	0102	0102	0102	0102	0102	0202	0102	0102	0102	0102	0102	0102	0102	0102	0000	0102	0102	0102	0102	0102	0102	0102	0000	0102	0102	0000	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102\
5386	0102	0202	0202	0202	0202	0101	0102	0101	0101	0102	0102	0202	0101	0202	0101	0202	0101	0101	0000	0202	0202	0101	0101	0102	0101	0101	0000	0101	0102	0102	0000	0101	0102	0102	0101	0101	0202	0101	0101	0101	0101	0102	0202	0101	0202	0202	0101	0102	0102	0202	0202	0202	0102	0102	0101	0101	0202	0202	0102	0202	0202	0101	0000	0102	0202	0000	0202	0102	0102	0000	0000	0102	0000	0202	0202	0102	0102	0102	0202	0202	0102	0102	0202	0101	0101	0101	0202	0102	0102	0102	0102	0101	0102	0000	0000	0202	0101	0101	0000	0101	0202	0102	0101	0202	0101	0101	0000	0101	0000	0000	0102	0000	0102	0000	0202	0101	0101	0101	0102	0101	0202	0102	0102	0202	0202	0202	0202	0101	0000	0101	0101	0101	0000	0102	0102	0000	0102	0000	0101	0101	0102	0101	0000	0101	0101	0102	0202	0202	0202	0102	0102	0101	0102	0202	0101	0202	0102	0202	0000	0202	0202	0202	0101	0000	0000	0102	0101	0101	0000	0000	0000	0101	0000	0101	0101	0101	0101	0101	0101	0101	0102	0102	0102	0000	0101	0202	0101	0102	0000	0101	0101	0102	0202	0000	0000	0101	0101	0101	0101	0101	0101	0101	0202	0202	0202	0102	0102	0101	0000	0102	0101	0000	0101	0202	0102	0202	0202	0101	0101	0101	0101	0101	0101	0101	0101	0202	0101	0101	0102	0000	0101	0102	0101	0202	0000	0000	0101	0000	0102	0000	0101	0202	0202	0101	0000	0101	0101	0102	0101	0000	0202	0102	0101	0000	0202	0102	0202	0101	0101	0101	0202	0101	0000	0000	0101	0101	0101	0102	0102	0102	0101	0102	0102	0202	0202	0102	0101	0101	0101	0101	0102	0101	0202	0101	0102	0102	0101	0102	0101	0101	0102	0000	0000	0202	0202	0202	0102	0101\
541	0102	0102	0202	0102	0202	0202	0102	0102	0102	0102	0202	0202	0202	0102	0202	0102	0202	0102	0202	0102	0202	0102	0102	0102	0202	0202	0102	0102	0102	0102	0202	0202	0102	0102	0202	0102	0102	0102	0102	0101	0102	0102	0102	0101	0102	0102	0202	0202	0101	0101	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0101	0101	0202	0202	0102	0102	0102	0102	0102	0202	0102	0102	0202	0102	0102	0102	0102	0102	0202	0101	0202	0102	0102	0202	0202	0102	0102	0102	0101	0202	0102	0101	0102	0102	0102	0102	0202	0202	0202	0102	0202	0202	0102	0102	0102	0102	0202	0202	0102	0101	0102	0102	0102	0102	0102	0102	0102	0202	0202	0202	0202	0202	0202	0102	0102	0102	0202	0202	0202	0000	0102	0202	0202	0202	0102	0102	0202	0101	0202	0202	0202	0202	0102	0000	0102	0202	0202	0102	0202	0202	0000	0202	0102	0202	0102	0202	0202	0101	0202	0202	0202	0102	0102	0202	0102	0202	0102	0102	0000	0102	0102	0102	0102	0202	0102	0202	0202	0102	0102	0102	0102	0202	0102	0202	0202	0101	0102	0102	0101	0202	0102	0202	0102	0102	0102	0202	0202	0101	0202	0102	0102	0102	0202	0102	0202	0102	0102	0101	0101	0101	0202	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0202	0202	0202	0202	0102	0102	0101	0102	0202	0101	0102	0000	0102	0202	0102	0000	0202	0102	0102	0102	0000	0202	0101	0101	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0101	0102	0202	0102	0102	0202	0102	0102	0102	0102	0101	0101	0102	0102	0202	0102	0102	0202	0202	0102	0102	0202	0102	0102	0202	0102	0102	0202	0102	0202	0202	0202	0102	0102	0202	0102	0202\
5458	0102	0102	0102	0102	0202	0102	0102	0101	0102	0102	0101	0202	0102	0202	0102	0102	0102	0102	0102	0102	0101	0101	0202	0102	0202	0102	0102	0102	0102	0102	0102	0101	0102	0102	0102	0102	0202	0102	0102	0102	0102	0102	0101	0102	0102	0202	0102	0102	0202	0102	0102	0102	0102	0101	0202	0202	0102	0101	0101	0102	0202	0101	0101	0102	0101	0101	0202	0102	0102	0102	0102	0101	0102	0101	0102	0102	0102	0102	0102	0101	0102	0102	0102	0101	0202	0102	0101	0102	0102	0102	0202	0102	0101	0102	0102	0202	0101	0101	0102	0102	0101	0102	0202	0102	0101	0101	0101	0101	0102	0102	0102	0101	0101	0102	0202	0101	0101	0101	0102	0101	0101	0101	0101	0202	0101	0102	0102	0101	0101	0202	0202	0000	0101	0101	0101	0102	0202	0101	0102	0101	0101	0102	0102	0102	0102	0101	0102	0101	0101	0102	0202	0102	0102	0101	0102	0101	0202	0102	0102	0102	0101	0101	0202	0202	0101	0202	0101	0202	0102	0102	0202	0102	0202	0102	0101	0102	0101	0202	0102	0102	0202	0202	0202	0102	0202	0102	0102	0102	0101	0202	0102	0102	0202	0102	0102	0101	0101	0202	0202	0102	0202	0101	0102	0101	0101	0102	0202	0102	0102	0202	0102	0101	0102	0202	0102	0101	0101	0202	0202	0101	0101	0102	0000	0202	0101	0102	0202	0202	0101	0202	0102	0202	0202	0102	0102	0102	0102	0202	0102	0101	0102	0102	0102	0101	0101	0102	0101	0102	0102	0102	0101	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0101	0102	0202	0102	0102	0202	0202	0202	0101	0101	0101	0101	0102	0102	0102	0102	0102	0102	0102	0102	0102	0202	0202	0102	0102	0202	0202	0101	0102	0102	0202	0202	0102	0102	0202	0202	0202\
5466	0102	0102	0101	0102	0101	0102	0101	0102	0102	0102	0101	0102	0102	0102	0202	0101	0101	0101	0102	0101	0101	0102	0102	0102	0101	0102	0102	0102	0101	0102	0202	0101	0101	0102	0102	0101	0102	0102	0101	0102	0101	0102	0101	0102	0102	0202	0101	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0202	0102	0102	0101	0102	0102	0102	0101	0102	0102	0102	0202	0202	0202	0102	0101	0102	0102	0102	0101	0202	0102	0101	0101	0102	0101	0102	0101	0101	0101	0102	0102	0101	0102	0101	0102	0202	0000	0102	0102	0102	0102	0101	0101	0102	0102	0202	0101	0102	0102	0102	0102	0101	0101	0101	0102	0202	0102	0102	0102	0102	0102	0101	0101	0101	0101	0101	0101	0101	0101	0102	0102	0102	0101	0102	0101	0000	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0102	0202	0101	0101	0101	0102	0101	0101	0101	0102	0202	0202	0102	0101	0102	0102	0102	0102	0102	0101	0102	0102	0101	0101	0101	0202	0102	0101	0102	0202	0101	0102	0102	0101	0102	0101	0101	0102	0102	0102	0102	0101	0101	0101	0202	0101	0102	0102	0202	0102	0102	0101	0101	0101	0202	0101	0102	0202	0102	0102	0102	0102	0101	0102	0101	0101	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0202	0202	0102	0102	0101	0101	0202	0101	0102	0102	0101	0102	0102	0102	0101	0102	0101	0202	0101	0101	0202	0102	0101	0101	0101	0101	0101	0101	0102	0101	0101	0101	0101	0101	0102	0102	0102	0202	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0101	0101	0102	0102	0102	0102	0102	0202	0202	0102	0202	0101	0102	0102	0102	0102	0102	0102	0202	0202\
5483	0101	0101	0202	0101	0101	0101	0101	0101	0102	0101	0101	0102	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0000	0101	0101	0101	0101	0101	0101	0101	0102	0101	0102	0202	0102	0101	0101	0000	0101	0101	0101	0202	0101	0101	0101	0101	0101	0000	0000	0000	0101	0101	0102	0102	0101	0101	0101	0101	0101	0102	0101	0102	0101	0101	0101	0101	0101	0101	0101	0102	0101	0000	0101	0101	0101	0101	0101	0101	0101	0101	0000	0101	0102	0101	0101	0101	0101	0101	0101	0101	0000	0101	0101	0101	0101	0101	0101	0101	0202	0102	0101	0101	0000	0000	0101	0101	0000	0101	0101	0101	0101	0000	0101	0101	0101	0000	0000	0101	0101	0101	0101	0101	0101	0101	0101	0102	0101	0202	0101	0101	0101	0000	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0000	0101	0101	0101	0000	0101	0101	0101	0101	0101	0000	0000	0101	0000	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0000	0101	0101	0101	0000	0101	0101	0101	0101	0101	0101	0101	0101	0102	0202	0202	0101	0101	0202	0101	0101	0101	0101	0101	0101	0000	0000	0000	0101	0101	0102	0202	0101	0000	0101	0101	0101	0101	0000	0000	0000	0101	0101	0101	0101	0102	0101	0101	0101	0101	0101	0101	0000	0102	0101	0102	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0000	0101	0102	0101	0101	0101	0102	0101	0101	0102	0000	0102	0102	0000	0101	0101	0000	0101	0101	0101	0101	0101	0101	0102	0101	0102	0101	0000	0101	0101	0000	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0101	0000\
550	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102	0102\
