locus	chrom
22442	LG15
22446	LG12
22447	LG01
22451	LG19
22460	LG01
22461	LG12
22468	LG08
22469	LG04
22470	LG14
22478	LG11
22484	LG09
22490	LG06
22492	LG06
22493	LG21
22494	LG03
22499	LG22
22507	LG14
22512	LG06
22517	LG02
22518	LG19
22519	LG01
22526	LG21
22527	LG22
22530	LG17
22531	LG11
22542	LG02
22559	LG04
22560	LG18
22561	LG06
22562	LG04
22575	LG08
22590	LG10
22592	LG14
22601	LG03
22604	LG03
22606	LG08
22609	LG01
22619	LG22
22625	LG18
22636	LG08
22638	LG15
22639	LG22
22643	LG16
22645	LG20
22646	LG07
22649	LG11
22652	LG03
22655	LG01
22661	LG09
22673	LG14
22679	LG22
22684	LG06
22687	LG14
22693	LG13
22700	LG15
22707	LG03
22709	LG15
22713	LG06
22723	LG15
22730	LG07
22740	LG07
22746	LG16
22748	LG11
22754	LG19
22756	LG12
22762	LG13
22764	LG06
22769	LG07
22782	LG15
22785	LG16
22798	LG15
22810	LG01
22812	LG17
22815	LG20
22817	LG22
22819	LG09
22820	LG06
22821	LG02
22822	LG11
22824	LG15
22835	LG04
22842	LG07
22845	LG22
22853	LG23
22862	LG14
22863	LG22
22867	LG13
22883	LG05
22896	LG12
22900	LG05
22902	LG06
22905	LG23
22907	LG21
22916	LG16
22918	LG02
22921	LG04
22922	LG21
22948	GmG20150304_scaffold_8811
22953	LG11
22961	LG11
22963	LG10
22969	LG12
22970	LG04
22973	LG01
22975	LG23
22980	LG14
22988	LG14
22989	LG02
22991	LG02
22992	LG02
23005	LG16
23006	LG13
23007	LG09
23016	LG06
23018	LG05
23025	LG13
23026	LG23
23033	LG17
23037	LG12
23045	LG01
23048	LG20
23054	LG11
23055	LG16
23057	LG14
23059	LG07
23066	LG22
23083	LG03
23091	LG03
23099	LG03
23113	LG11
23119	LG23
23125	LG18
23133	LG08
23140	LG08
23141	LG16
23147	LG09
23152	LG23
23154	LG13
23158	LG15
23164	LG13
23167	LG14
23169	LG06
23170	LG16
23171	LG02
23174	LG03
23183	LG11
23185	LG05
23188	LG21
23193	LG10
23194	LG14
23195	LG21
23205	LG19
23207	LG03
23228	LG14
23233	LG11
23244	LG06
23245	LG08
23249	LG02
23250	LG04
23254	LG03
23255	LG05
23258	LG14
23261	LG14
23263	LG06
23267	LG10
23268	LG08
23272	LG10
23273	LG12
23279	LG10
23284	LG18
23285	LG07
23286	LG13
23288	LG14
23294	LG09
23299	LG08
23301	LG10
23304	LG12
23309	LG21
23310	LG21
23316	LG21
23323	LG07
23329	LG18
23334	LG14
23343	LG12
23347	LG13
23348	LG01
23353	LG21
23360	LG18
23365	LG14
23378	LG07
23384	LG13
23387	LG05
23392	LG21
23406	LG15
23422	LG20
23425	LG13
23437	LG16
23449	LG23
23451	LG13
23453	LG01
23470	LG08
23477	LG13
23478	LG08
23481	LG10
23499	LG20
23510	LG16
23522	LG04
23524	LG19
23527	LG12
23533	LG21
23550	LG10
23552	LG10
23553	LG01
23560	LG07
23563	LG08
23565	LG13
23568	LG17
23578	LG18
23597	LG10
23609	LG03
23611	LG13
23617	LG12
23620	LG22
23625	LG06
23653	LG07
23654	LG04
23656	LG01
23657	LG04
23658	LG06
23666	LG01
23669	LG05
23676	LG14
23689	LG06
23692	LG01
23699	LG14
23706	LG20
23708	LG07
23715	LG17
23717	LG07
23731	LG15
23741	LG13
23744	LG16
23746	LG01
23748	LG01
23750	LG06
23769	LG18
23780	LG12
23784	LG18
23788	LG23
23792	LG08
23794	LG05
23801	LG11
23812	LG19
23814	LG11
23819	LG01
23826	LG12
23829	LG04
23840	LG02
23846	LG20
23850	LG21
23852	LG23
23857	LG02
23858	LG22
23860	LG01
23865	LG21
23866	LG09
23881	LG19
23882	LG04
23886	LG23
23901	LG07
23904	LG23
23910	LG06
23912	LG13
23915	LG18
23924	LG20
23927	LG13
23932	LG13
23935	LG15
23947	LG15
23949	LG09
23954	LG03
23957	LG07
23962	LG19
23963	LG21
23971	LG16
23972	LG17
23978	LG16
23980	LG08
23991	LG22
23998	LG17
23999	LG14
24014	LG01
24015	LG19
24018	LG04
24029	LG22
24033	LG21
24037	LG05
24039	LG17
24049	LG15
24051	LG12
24054	LG18
24066	LG15
24071	LG01
24072	LG21
24074	LG20
24080	LG12
24086	LG16
24088	LG08
24089	LG22
24092	LG03
24094	LG02
24108	LG23
24109	LG18
24110	LG23
24116	LG16
24117	LG10
24127	LG09
24128	LG21
24136	LG13
24140	LG08
24158	LG18
24159	LG17
24166	LG04
24167	LG15
24179	LG08
24213	LG01
24219	LG09
24234	LG05
24246	LG04
24311	LG18
24320	LG22
24345	LG19
24357	LG16
24366	LG05
24513	LG14
24523	LG05
24540	LG08
24570	LG16
24576	LG05
24580	LG02
24604	LG02
24629	LG11
24673	LG11
24717	LG01
24741	LG19
24783	LG17
24786	LG16
24927	LG06
24980	LG21
25026	LG01
25028	LG16
25041	LG19
